"","Brand","Distributor","LinkofProduct","Name","Price","SKU","Price_1","Price_2","Category"
"98","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-mouse-wireless-bluetrack-mobile-3500-gmf00006.html","Microsoft Mouse Wireless Bluetrack Mobile 3500 (GMF00006)","RM82.00","MS-MIC-GMF-00006",82,82,"PC Accessories"
"99","MSI","""7158"";","https://www.senheng.com.my/msi-clutch-gm60-rgb-gaming-optical-mouse.html","MSI Clutch GM60 RGB Gaming Optical Mouse","RM434.00","MSI-GM60",434,434,"PC Accessories"
"100","HP","""7158"";","https://www.senheng.com.my/hp-spectre-x360-convertible-13.3-inch-i7-1165g7-16gb-onboard-1tb-ssd-13aw2100tu.html","HP Spectre x360 Convertible 13.3 inch (i7-1165G7/16GB onboard/1TB SSD) 13AW2100TU","RM6,899.00","HP-13AW2100TU",6899,6899,"Laptops"
"101","TP-Link","""7158"";","https://www.senheng.com.my/tp-link%20-ac1200-whole-home-mesh-wi-fi-system-deco-e4-3-pack.html","TP-Link AC1200 Whole Home Mesh Wi-Fi System Deco E4(3-pack)","RM439.00","TP-DECOE4.3PK",439,439,"PC Accessories"
"102","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-modern-mobile-mouse-bluetooth.html","Microsoft Modern Mobile Mouse (Bluetooth)","RM155.00","MS-MMMOUSE-CFG",155,155,"PC Accessories"
"103","Apple","""7158"";","https://www.senheng.com.my/apple-magic-trackpad-2-silver.html","Apple Magic Trackpad 2 - Silver","RM489.00","APP-MJ2R2ZA/A",489,489,"PC Accessories"
"104","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-surface-pro-x.html","Microsoft Surface Pro X","RM4,599.00","MS-SUR-PROX-CFG",4599,4599,"Laptops"
"105","TP-Link","""7158"";","https://www.senheng.com.my/tp-link-ax3000-whole-home-mesh-wi-fi-system-deco-x60.html","TP-Link AX3000 Whole Home Mesh Wi-Fi System Deco X60","RM1,739.00","TP-DECOX60.3PK",1739,1739,"PC Accessories"
"106","TP-Link","""7158"";","https://www.senheng.com.my/tp-link-4g-lte-mobile-wi-fi-m7000.html","TP-Link 4G LTE Mobile Wi-Fi M7000","RM209.00","TP-M7000",209,209,"PC Accessories"
"107","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-surface-pen.html","Microsoft Surface Pen","RM399.00","MS-MIC-CFG-PEN",399,399,"Laptops"
"108","Huawei","""7158"";","https://www.senheng.com.my/huawei-15.6-inches-matebook-d15-i5-10th-gen.html","HUAWEI MateBook D15 i5 (10th Gen) - Mytic Silver","RM3,299.00","PAC-MBOOKD15-I5-GF",3299,3299,"Laptops"
"109","TP-Link","""7158"";","https://www.senheng.com.my/tp-link%20ac1900-high-gain-wireless-dual-band-usb-adapter-archer-t9uh.html","TP-Link AC1900 High Gain Wireless Dual Band USB Adapter Archer T9UH","RM169.00","TP-ARCHERT9UH",169,169,"PC Accessories"
"110","Logitech","""7158"";","https://www.senheng.com.my/logitech-m590-multi-device-silent.html","Logitech M590 Multi-Device Silent","RM139.00","LGT-M590-CFG",139,139,"Others"
"111","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-wireless-desktop-3050.html","Microsoft Wireless Desktop 3050","RM229.00","MS-MIC-PP3-00024",229,229,"Others"
"112","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-modern-mobile-mouse-bluetooth-black-ms-mic-ktf-00005.html","Microsoft Modern Mobile Mouse Bluetooth (Black) MS-MIC-KTF-00005","RM155.00","MS-MIC-KTF-00005",155,155,"PC Accessories"
"113","Promate","""7158"";","https://www.senheng.com.my/promate-laptop-cooling-pad-air-base-1.html","Promate Laptop Cooling Pad Air Base-1","RM85.00","PRO-6959144031989",85,85,"Laptops"
"114","MSI","""7158"";","https://www.senheng.com.my/msi-27-inch-optix-monitor-mag272cqr.html","MSI 27 Inch Optix Monitor MAG272CQR","RM2,049.00","MSI-MAG272CQR",2049,2049,"Monitors"
"115","TP-Link","""7158"";","https://www.senheng.com.my/tp-link-ac600-wireless-dual-band-usb-adapter-archer-t2u-v3.html","TP-Link AC600 Wireless Dual Band USB Adapter Archer T2U V3","RM64.00","TP-ARCHERT2U",64,64,"PC Accessories"
"116","Huawei","""7158"";","https://www.senheng.com.my/huawei-matebook-d14-i5-8g-512g-geforce-mx250.html","HUAWEI MateBook D14 (i5/8GB/512GB/GeForce MX250) - Mystic Silver","RM3,399.00","HUA-MATEBOOKD14-I5",3399,3399,"Laptops"
"117","HP","""7158"";","https://www.senheng.com.my/hp-spectre-x360-convertible-13.3-inch-i5-1135g7-8gb-onboard-512gb-ssd-13aw2099tu.html","HP Spectre x360 Convertible 13.3 inch (i5-1135G7/8GB Onboard/512GB SSD) 13AW2099TU","RM5,699.00","HP-13AW2099TU",5699,5699,"Laptops"
"118","Huawei","""7158"";","https://www.senheng.com.my/huawei-ad80-monitor-23.8-lnch-ips-matte-hd-display.html","Huawei AD80 Monitor: 23.8 lnch IPS Matte HD Display","RM688.00","HUA-AD80-MONITOR",688,688,"Monitors"
"119","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-surface-slim-pen-black-mic-llk-00015.html","Microsoft Surface Slim Pen Black MIC-LLK-00015","RM639.00","MS-MIC-LLK-00005",639,639,"Laptops"
"120","Rapoo","""7158"";","https://www.senheng.com.my/rapoo-1620-wireless-optical-mouse-rap-1620.html","Rapoo 1620 Wireless Optical Mouse RAP-1620","RM33.00","RAP-1620",33,33,"PC Accessories"
"121","MSI","""7158"";","https://www.senheng.com.my/msi-mechanical-gaming-keyboard-vigor-gk70-cherry-mx-rgb-red.html","MSI Mechanical Gaming Keyboard VIGOR GK70 Cherry MX RGB Red","RM580.00","MSI-GK70",580,580,"PC Accessories"
"122","Apple","""7158"";","https://www.senheng.com.my/magic-mouse-2.html","Magic Mouse 2","RM319.00","APP-MLA02ZA/A",319,319,"PC Accessories"
"123","Apple","""7158"";","https://www.senheng.com.my/apple-13-inch-macbook-pro-with-touch-bar-and-two-thunderbolt-3-ports.html","Apple 13-inch MacBook Pro with Touch Bar and Two Thunderbolt 3 ports","","APP-MBP13-2020-2USB-CFG",NA,NA,"Laptops"
"124","Razer","""7158"";","https://www.senheng.com.my/razer-mamba-tournament-edition-chroma-colour-lighting.html","Razer Mamba Tournament Edition - Chroma Colour Lighting","RM357.00","RAZ-RZ01-01370100",357,357,"Others"
"125","Rapoo","""7158"";","https://www.senheng.com.my/wireless-optical-mouse-m10-blue.html","Rapoo M10 Plus Wireless Optical Mouse (Blue)","RM39.00","RAP-M10+/BLUE",39,39,"PC Accessories"
"126","Apple","""7158"";","https://www.senheng.com.my/usb-c-to-usb-adapter.html","Apple USB-C to USB Adapter","RM99.00","APP-MJ1M2ZA/A",99,99,"PC Accessories"
"127","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-surface-arc-mouse-cfg.html","Microsoft Surface Arc Mouse","RM339.00","MS-MIC-CZV-CFG",339,339,"Laptops"
"128","Rapoo","""7158"";","https://www.senheng.com.my/rapoo-optical-mouse-n1020-black.html","Rapoo Optical Mouse N1020 (Black)","RM19.00","RAP-N1020-BLACK",19,19,"PC Accessories"
"129","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-surface-pro-signature-type-cover-cfg.html","Microsoft Surface Pro Signature Type Cover","RM639.00","MS-MIC-FFP-CFG",639,639,"Laptops"
"130","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-surface-pro-type-cover-black-ms-mic-fmm-00015.html","Microsoft Surface Pro Type Cover (Black) MS-MIC-FMM-00015","RM499.00","MS-MIC-FMM-00015",499,499,"Laptops"
"131","Seagate","""7158"";","https://www.senheng.com.my/seagate-backup-plus-portable-drive-1tb-blue.html","Seagate Backup Plus Portable Drive 1TB - BLUE","RM253.00","SEA-BACKUP.1TB/BLUE",253,253,"Storage"
"132","MSI","""7158"";","https://www.senheng.com.my/msi-mechanical-gaming-keyboard-gk-701.html","MSI Mechanical Gaming Keyboard GK-701","RM508.00","MSI-GK701",508,508,"PC Accessories"
"133","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-365-family-ms-6gq-00968.html","Microsoft 365 Family MS-6GQ-01144","RM304.00 368.00","MS-6GQ-01144",304,368,"Software"
"134","Microsoft","""7158"";","https://www.senheng.com.my/pre-order-microsoft-surface-go-type-cover-black.html","Microsoft Surface GO Type Cover Black MS-MIC-KCM-00015","RM420.00","MS-MIC-KCM-00015",420,420,"Laptops"
"135","Rapoo","""7158"";","https://www.senheng.com.my/rapoo-m10-plus-wireless-optical-mouse-red.html","Rapoo M10 Plus Wireless Optical Mouse (Red)","RM39.00","RAP-M10+/RED",39,39,"PC Accessories"
"136","Apple","""7158"";","https://www.senheng.com.my/usb-c-vga-multiport-adapter.html","USB-C VGA Multiport Adapter","RM349.00","APP-MJ1L2ZA/A",349,349,"PC Accessories"
"137","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-surface-mobile-mouse-cfg.html","Microsoft Surface Mobile Mouse","RM187.00","MS-MIC-KGY-CFG",187,187,"Laptops"
"138","Acer","""7158"";","https://www.senheng.com.my/acer-nitro-5-laptop-an515-55-52z1-15-6-inch-i5-10300h-8gb-ddr4-512gb-pcie-ssd-nvidia-gtx-1650ti-4gb-gddr6.html","Acer Nitro 5 Laptop AN515-55-52Z1 15.6 Inch (i5-10300H/8GB DDR4/512GB PCIe SSD/Nvidia GTX 1650Ti 4GB GDDR6)","RM3,799.00","ACE-AN515-55-52Z1",3799,3799,"Laptops"
"139","ASUS","""7158"";","https://www.senheng.com.my/asus-zenbook13-13.3-inch-i5-1135g7-8g-on-bd-512g-asu-ux325e-aeg060ts.html","ASUS Zenbook13 13.3 Inch (I5-1135G7/8G[ON BD]/512G) ASU-UX325E-AEG060TS","RM3,999.00","ASU-UX325E-AEG060TS",3999,3999,"Laptops"
"140","ASUS","""7158"";","https://www.senheng.com.my/asus-laptop-a516-15-6-inch-intel-core-i3-1005g1-processor-1-2-ghz-4m-cache-up-to-3-4-ghz-4gb-on-board-pcieg3-2-nvme-256gb-m-2-ssd.html","ASUS Laptop A516 15.6 Inch (Intel® Core™ i3-1005G1 Processor 1.2 GHz (4M Cache, up to 3.4 GHz)/4GB on board/PCIEG3x2 NVME 256GB M.2 SSD)","RM2,049.00","ASU-A516J-ABR374TS",2049,2049,"Laptops"
"141","ASUS","""7158"";","https://www.senheng.com.my/asus-a516-15.6-inch-laptop-intel-celeron-n4020-processor-4gb-256gb.html","Asus A516 15.6 Inch Laptop (Intel Celeron N4020 Processor/4GB/256GB)","RM1,399.00","ASU-A516M-ABQ155T",1399,1399,"Laptops"
"142","TP-Link","""7158"";","https://www.senheng.com.my/tp-link-bluetooth-4-0-nano-usb-adapter-ub400.html","TP-Link Bluetooth 4.0 Nano USB Adapter UB400","RM24.00","TP-UB400",24,24,"PC Accessories"
"143","Logitech","""7158"";","https://www.senheng.com.my/logitech-wireless-mouse-m185.html","Logitech Wireless Mouse M185","RM 69.00","LGT-M185-CFG",69,69,"PC Accessories"
"144","Acer","""7158"";","https://www.senheng.com.my/acer-chromebook-cp311-2h.html","Acer Chromebook CP311-2H","RM1,499.00","ACE-CP311-2H-C27N",1499,1499,"Laptops"
"145","Acer","""7158"";","https://www.senheng.com.my/acer-swift-5-sf514-54t-70aa.html","Acer Swift 5 SF514-54T-70AA","RM4,699.00","ACE-SF514-54T-70AA",4699,4699,"Others"
"146","ASUS","""7158"";","https://www.senheng.com.my/asus-tuf-gaming-a15-r5-4600h-15.6-inch-8gbm-ddr4-3200-512g-pcie-nvme-ssd-gtx1650%20gddr6-4gb-asu-fa506i-hhn137t.html","ASUS TUF Gaming A15 R5-4600H 15.6 Inch (8GBM DDR4 3200/512G PCIE NVME SSD/GTX1650 GDDR6/4GB) ASU-FA506I-HHN137T","RM3,499.00","ASU-FA506I-HHN137T",3499,3499,"Others"
"147","TP-Link","""7158"";","https://www.senheng.com.my/tp-link-300mbps-wireless-n-adsl2-modem-router-td-w8961n.html","TP-Link 300Mbps Wireless N ADSL2+ Modem Router TD-W8961N","RM93.00","TP-TD-W8961N",93,93,"PC Accessories"
"148","HP","""7158"";","https://www.senheng.com.my/hp-680-tri-color-original-ink-advantage-cartridge.html","HP 680 Tri-color Original Ink Advantage Cartridge","RM40.00","HP-680-TRI-COLOR",40,40,"Printers"
"149","Acer","""7158"";","https://www.senheng.com.my/acer-aspire-3-15-6-inch-i5-1035g1-4gb-ram-512gb-ssd-ace-a315-57g-57l2.html","Acer Aspire 3 15.6 Inch (i5-1035G1/4GB RAM/512GB SSD) ACE-A315-57G-57L2","RM2,599.00","ACE-A315-57G-57L2",2599,2599,"Laptops"
"150","TP-Link","""7158"";","https://www.senheng.com.my/tp-link-8-port-10-100-1000mbps-desktop-network-switch-ls108g.html","TP-Link 8-Port 10/100/1000Mbps Desktop Network Switch LS108G","RM99.00","LS108G",99,99,"PC Accessories"
"151","Acer","""7158"";","https://www.senheng.com.my/acer-aspire-3-14-inch-laptop-ace-a314-22-r4jw-amd-athlon-silver-3050u-4gb-ddr4-256gb-pcie-nvme-ssd.html","Acer Aspire 3 14 Inch Laptop ACE-A314-22-R4JW (AMD Athlon Silver 3050u/4GB DDR4/256GB PCIe NVMe SSD)","RM1,799.00","ACE-A314-22-R4JW",1799,1799,"Laptops"
"152","Apple","""7158"";","https://www.senheng.com.my/apple-usb-c-digital-av-multiport-adapter.html","Apple USB-C Digital AV Multiport Adapter","RM349.00","APP-MUF82ZA/A",349,349,"PC Accessories"
"153","HP","""7158"";","https://www.senheng.com.my/hp-laptop-14s-fq0075au-14-inch-r3-4300u-4gb-512gb-ssd.html","HP Laptop 14s-fq0075AU 14-Inch (R3-4300U/4GB/512GB SSD)","RM2,169.00","HP-14SFQ0075AU",2169,2169,"Laptops"
"154","ASUS","""7158"";","https://www.senheng.com.my/asus-tuf-gaming-a17-fa706i-ih7079t-1-w10-laptop-17-3-inch-r7-4800h-8gb-512gb-gtx1650ti-4gb.html","ASUS TUF Gaming A17 FA706I-IH7079T-1-W10 Laptop 17.3 Inch (R7-4800H/8GB/512GB/GTX1650Ti 4GB)","RM4,299.00","ASU-FA706I-IH7079T",4299,4299,"Laptops"
"155","TP-Link","""7158"";","https://www.senheng.com.my/tp-link-ac1200-wi-fi-range-extender-re305.html","TP-Link AC1200 Wi-Fi Range Extender RE305","RM195.00","TP-RE305",195,195,"PC Accessories"
"156","SanDisk","""7158"";","https://www.senheng.com.my/sandisk-ixpand-mini-flash-drive-for-your-iphone.html","SanDisk iXpand Mini Flash Drive For Your iPhone","","SD-IX40N-CFG",NA,NA,"Storage"
"157","TP-Link","""7158"";","https://www.senheng.com.my/tp-link-ac600-high-power-wireless-dual-band-usb-adapter-archer-t2uhp.html","TP-Link AC600 High Power Wireless Dual Band USB Adapter Archer T2UHP","RM120.00","TP-ARCHERT2UHP",120,120,"PC Accessories"
"158","Acer","""7158"";","https://www.senheng.com.my/acer-swift-3x-14-inch-i7-1165g7-16gb-ram-512gb-ssd-sf314-510g-761j.html","Acer Swift 3x 14 Inch (i7-1165G7/16GB RAM/512GB SSD)SF314-510G-761J","RM4,599.00","ACE-SF314-510G-761J",4599,4599,"Others"
"159","MSI","""7158"";","https://www.senheng.com.my/msi-prestige-14-a10ras-087my-14-inch-16gb-512gb-i7-10510u-geforcer-mx330-with-2gb-gddr5.html","MSI Prestige 14 A10RAS-087 14 Inch (16GB/512GB/i7-10510U/Geforce® MX330 with 2GB GDDR5)","RM5,199.00","MSI-P14-A10RAS-087MY",5199,5199,"Laptops"
"160","ASUS",NA,"https://www.senheng.com.my/asus-rog-zephyrus-m15-laptop-15.6-inch-i7-10750h-16gb-1-tb-ssd-gtx1660ti-6g-win10-asu-gu502l-ua087t.html","ASUS ROG Zephyrus M15 LAPTOP 15.6 Inch (i7-10750H/16GB/1 TB SSD/GTX1660TI 6G/WIN10) ASU-GU502L-UAZ087T","RM6,999.00","sku_2",6999,6999,"Laptops"
"161","MSI","""7158"";","https://www.senheng.com.my/msi-clutch-gm10-black-gaming-mouse.html","MSI Clutch GM10 Black Gaming Mouse","RM113.00","MSI-GM10",113,113,"PC Accessories"
"162","TP-Link","""7158"";","https://www.senheng.com.my/tp-link-ac1200-wireless-mu-mimo-gigabit-router-archer-c6.html","TP-Link AC1200 Wireless MU-MIMO Gigabit Router Archer C6","RM179.00","TP-ARCHERC6",179,179,"PC Accessories"
"163","TP-Link","""7158"";","https://www.senheng.com.my/tp-link%20ax1800%20whole%20home%20mesh%20wi-fi%20system%20deco%20x20(3-pack).html","TP-Link AX1800 Whole Home Mesh Wi-Fi System Deco X20(3-pack)","RM1,159.00","TP-DECOX20.3PK",1159,1159,"PC Accessories"
"164","Huawei","""7158"";","https://www.senheng.com.my/huawei-wifi-ax3-quad-core.html","HUAWEI WiFi AX3 (Quad-Core)","RM299.00","HUA-WIFIAX3",299,299,"Others"
"165","Logitech","""7158"";","https://www.senheng.com.my/logitech-m377-bluetooth-mouse.html","Logitech M377 Bluetooth Mouse","RM 82.00","LGT-M337-CFG",82,82,"PC Accessories"
"166","TP-Link","""7158"";","https://www.senheng.com.my/tp-link-ax6000-next-gen-wi-fi-router-archer-ax6000.html","TP-Link AX6000 Wi-Fi 6 Next-Gen Router Archer AX6000","RM1,029.00","TP-ARCHERAX6000",1029,1029,"PC Accessories"
"167","Logitech","""7158"";","https://www.senheng.com.my/logitech-m171-wireless-mouse.html","Logitech M171 Wireless Mouse","RM 35.00","LGT-M171-CFG",35,35,"PC Accessories"
"168","ASUS","""7158"";","https://www.senheng.com.my/asus-a416-14-inch-laptop-intel-celeron-n4020-processor-4gb-256gb.html","Asus A416 14 Inch Laptop (Intel Celeron N4020 Processor/4GB/256GB)","RM1,399.00","ASU-A416M-AEB093T",1399,1399,"Laptops"
"169","Canon","""7158"";","https://www.senheng.com.my/canon-pixma-e470-multifunction-wireless-printer.html","Canon Pixma E470 Multifunction Wireless Printer","RM306.00","CNN-E470",306,306,"Printers"
"170","Huawei","""7158"";","https://www.senheng.com.my/huawei-13-9-inches-matebook-x-pro-11th-gen-hua-mbookxpro-i5.html","HUAWEI MateBook X Pro (11th Gen) - Emerald Green","RM6,899.00","PAC-MBOOKXPRO-I5-GF",6899,6899,"Laptops"
"171","HP","""7158"";","https://www.senheng.com.my/hp-pavilion-gaming-15-laptop-i7-1165g7-8gb-512gb-ssd-mx450-2gb-15-eg0109tx.html","HP Pavilion Gaming 15 Laptop (i7-1165G7/8GB/512GB SSD/MX450 2GB) 15-EG0109TX","RM3,999.00","HP-15EG0109TX",3999,3999,"Laptops"
"172","Logitech","""7158"";","https://www.senheng.com.my/logitech-mx-master-3.html","Logitech MX Master 3","RM449.00","LGT-MXMASTER-3",449,449,"Others"
"173","SanDisk","""7158"";","https://www.senheng.com.my/sandisk-ultra-usb-3.0-flash-drive.html","SanDisk Ultra USB 3.0 Flash Drive","RM 146.00","SD-DD3-CFG",146,146,"Storage"
"174","Apple","""7158"";","https://www.senheng.com.my/apple-magic-mouse-2-space-gray.html","Apple Magic Mouse 2 - Space Gray","RM379.00","APP-MRME2ZA/A",379,379,"PC Accessories"
"175","HP","""7158"";","https://www.senheng.com.my/hp-envy13-i7-1165g7-16gb-ddr4-512gb-ssd-mx450-2gb-13-ba1011tx.html","HP ENVY13 (i7-1165G7/16GB DDR4/512GB SSD/ MX450 2GB) 13-BA1011TX","RM5,499.00","HP-13BA1011TX",5499,5499,"Others"
"176","MSI","""7158"";","https://www.senheng.com.my/msi-gaming-shield-mousepad.html","MSI Gaming Shield Mousepad","RM70.00","MSI-SHIELD.MOSPAD",70,70,"PC Accessories"
"177","SanDisk","""7158"";","https://www.senheng.com.my/sandisk-ultra-flair-usb-3-0-flash-drive-32gb-sd-cz73-032g-g46.html","SanDisk Ultra Flair USB 3.0 Flash Drive 32GB SD-CZ73-032G-G46","RM31.00","SD-CZ73-032G-G46",31,31,"Storage"
"178","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-office-home-and-business-2019-1-pc-mac-t5d-03249.html","Microsoft Office Home and Business 2019 - 1 PC/MAC (MS-T5D-03302)","RM1,289.00 1,421.00","MS-T5D-03302",1289,1421,"Software"
"179","Rapoo","""7158"";","https://www.senheng.com.my/rapoo-7100p-wireless-optical-mouse-black.html","Rapoo 7100P Wireless Optical Mouse (Black)","RM92.00","RAP-7100P/BLK",92,92,"PC Accessories"
"180","Canon","""7158"";","https://www.senheng.com.my/canon-pixma-all-in-one-printer-cnn-e410.html","Canon PIXMA All-in-One Printer CNN-E410","RM238.00","CNN-E410",238,238,"Printers"
"181","Samsung","""7158"";","https://www.senheng.com.my/samsung-32gb-evo-plus-microsd-card-with-sd-adapter-sam-mb-mc32ga-apc.html","Samsung 32GB EVO Plus microSD Card with SD Adapter SAM-MB-MC32GA/APC","RM39.00","SAM-MB-MC32GA/APC",39,39,"PC Accessories"
"182","MSI","""7158"";","https://www.senheng.com.my/msi-gaming-mouse-pad-xl.html","MSI Gaming Mouse Pad XL","RM136.00","MSI-GAMING.XL",136,136,"PC Accessories"
"183","SanDisk","""7158"";","https://www.senheng.com.my/sandisk-ultra-dual-drive-usb-type-c-64gb-sd-ddc2-064g.html","SanDisk Ultra Dual Drive USB Type-C 64GB SD-DDC2-064G","RM70.00","SD-DDC2-064G",70,70,"Storage"
"184","Canon","""7158"";","https://www.senheng.com.my/canon-laser-shot-cnn-lbp6030.html","Canon Laser Shot CNN-LBP6030","RM320.00","CNN-LBP6030",320,320,"Others"
"185","Rapoo","""7158"";","https://www.senheng.com.my/rapoo-wireless-7100p-wireless-optical-mouse-red.html","Rapoo Wireless 7100P Wireless Optical Mouse (Red)","RM92.00","RAP-7100P/RED",92,92,"PC Accessories"
"186","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-modern-keyboard-with-fingerprint-id-ms-mic-ws2-00014.html","Microsoft Modern Keyboard with Fingerprint ID MS-MIC-WS2-00014","RM475.00","MS-MIC-WS2-00014",475,475,"PC Accessories"
"187","Seagate","""7158"";","https://www.senheng.com.my/seagate-backup-plus-portable-drive-2tb-blue.html","Seagate Backup Plus Portable Drive 2TB - BLUE","RM362.00","SEA-BACKUP.2TB/BLUE",362,362,"Storage"
"188","MSI","""7158"";","https://www.senheng.com.my/msi-gaming-keyboard-vigor-gk40.html","MSI Gaming Keyboard VIGOR GK40","RM285.00","MSI-GK40",285,285,"PC Accessories"
"189","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-office-home-and-student-2019-1-pc-mac-79g-05066.html","Microsoft Office Home and Student 2019 - 1 PC/MAC (79G-05143)","RM476.00 552.00","MS-79G-05143",476,552,"Software"
"190","Microsoft","""7158"";","https://www.senheng.com.my/microsoft-surface-mouse-silver-ms-mic-ws3-00005.html","Microsoft Surface Mouse (Silver) MS-MIC-WS3-00005","RM241.00","MS-MIC-WS3-00005",241,241,"Laptops"
"191","Seagate","""7158"";","https://www.senheng.com.my/seagate-backup-plus-slim-portable-drive-1tb-black-sea-backup-1tb-blk.html","Seagate Backup Plus Slim Portable Drive 1TB (Black) SEA-BACKUP.1TB/BLK","RM253.00","SEA-BACKUP.1TB/BLK",253,253,"Storage"
"192","MSI","""7158"";","https://www.senheng.com.my/msi-gaming-keyboard-interceptor-ds4100.html","MSI Gaming Keyboard Interceptor DS4100","RM150.00","MSI-DS4100",150,150,"PC Accessories"
"193","SanDisk","""7158"";","https://www.senheng.com.my/sandisk-ultra-dual-drive-usb-type-c-32gb-sd-ddc2-032g.html","SanDisk Ultra Dual Drive USB Type-C 32GB SD-DDC2-032G","RM46.00","SD-DDC2-032G",46,46,"Storage"
"194","Canon","""7158"";","https://www.senheng.com.my/canon-pixma-printer-cnn-e510.html","Canon PIXMA Printer CNN-E510","RM294.00","CNN-E510",294,294,"Printers"
"195","SanDisk","""7158"";","https://www.senheng.com.my/sandisk-32gb-ultra-fittm-usb-3-1-flash-drive-sdcz430-032g-g46.html","SanDisk 32GB Ultra Fit™ USB 3.1 Flash Drive SDCZ430-032G-G46","RM31.00","SD-CZ430-032G-G46",31,31,"Storage"
"196","Rapoo","""7158"";","https://www.senheng.com.my/rapoo-m10-plus-wireless-optical-mouse-white.html","Rapoo M10 Plus Wireless Optical Mouse (White)","RM39.00","RAP-M10+/WHITE",39,39,"PC Accessories"
"197","Rapoo","""7158"";","https://www.senheng.com.my/rapoo-3920p-5g-wireless-laser-mouse.html","Rapoo 3920P 5G Wireless Laser Mouse","RM131.00","RAP-3920P",131,131,"PC Accessories"
"198","Samsung","""7158"";","https://www.senheng.com.my/samsung-64gb-evo-plus-microsd-card-with-sd-adapter-sam-mb-mc64ga-apc.html","Samsung 64GB EVO Plus microSD Card with SD Adapter SAM-MB-MC64GA/APC","RM59.00","SAM-MB-MC64GA/APC",59,59,"PC Accessories"
