,Brand,Distributor,LinkofProduct,Name,Price,SKU
245,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-optix-g27cq4-27-inch-monitor-msi-g27cq4.html,MSI Optix G27CQ4 27 Inch Monitor MSI-G27CQ4,"RM1,638.00","""MSI-G27CQ4"";"
246,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-bluetooth-4-0-nano-usb-adapter-ub400.html,TP-Link Bluetooth 4.0 Nano USB Adapter UB400,RM24.00,"""TP-UB400"";"
247,"""ASUS"";","""7158"";",https://www.senheng.com.my/asus-laptop-a516-15-6-inch-intel-core-i3-1005g1-processor-1-2-ghz-4m-cache-up-to-3-4-ghz-4gb-on-board-pcieg3-2-nvme-256gb-m-2-ssd.html,"ASUS Laptop A516 15.6 Inch (Intel® Core™ i3-1005G1 Processor 1.2 GHz (4M Cache, up to 3.4 GHz)/4GB on board/PCIEG3x2 NVME 256GB M.2 SSD)","RM2,049.00","""ASU-A516J-ABR374TS"";"
248,"""SanDisk"";","""7158"";",https://www.senheng.com.my/sandisk-ixpand-mini-flash-drive-for-your-iphone.html,SanDisk iXpand Mini Flash Drive For Your iPhone,RM 31.00,"""SD-IX40N-CFG"";"
249,"""Logitech"";","""7158"";",https://www.senheng.com.my/logitech-wireless-mouse-m185.html,Logitech Wireless Mouse M185,RM 69.00,"""LGT-M185-CFG"";"
250,"""Acer"";","""7158"";",https://www.senheng.com.my/acer-swift-5-sf514-54t-70aa.html,Acer Swift 5 SF514-54T-70AA,"RM4,699.00","""ACE-SF514-54T-70AA"";"
251,"""ASUS"";","""7158"";",https://www.senheng.com.my/asus-tuf-gaming-a15-r5-4600h-15.6-inch-8gbm-ddr4-3200-512g-pcie-nvme-ssd-gtx1650%20gddr6-4gb-asu-fa506i-hhn137t.html,ASUS TUF Gaming A15 R5-4600H 15.6 Inch (8GBM DDR4 3200/512G PCIE NVME SSD/GTX1650 GDDR6/4GB) ASU-FA506I-HHN137T,"RM3,499.00","""ASU-FA506I-HHN137T"";"
252,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-300mbps-wireless-n-adsl2-modem-router-td-w8961n.html,TP-Link 300Mbps Wireless N ADSL2+ Modem Router TD-W8961N,RM93.00,"""TP-TD-W8961N"";"
253,"""HP"";","""7158"";",https://www.senheng.com.my/hp-680-tri-color-original-ink-advantage-cartridge.html,HP 680 Tri-color Original Ink Advantage Cartridge,RM40.00,"""HP-680-TRI-COLOR"";"
254,"""Acer"";","""7158"";",https://www.senheng.com.my/acer-chromebook-cp311-2h.html,Acer Chromebook CP311-2H,"RM1,499.00","""ACE-CP311-2H-C27N"";"
255,"""Acer"";","""7158"";",https://www.senheng.com.my/acer-aspire-3-15-6-inch-i5-1035g1-4gb-ram-512gb-ssd-ace-a315-57g-57l2.html,Acer Aspire 3 15.6 Inch (i5-1035G1/4GB RAM/512GB SSD) ACE-A315-57G-57L2,"RM2,599.00","""ACE-A315-57G-57L2"";"
256,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-8-port-10-100-1000mbps-desktop-network-switch-ls108g.html,TP-Link 8-Port 10/100/1000Mbps Desktop Network Switch LS108G,RM99.00,"""LS108G"";"
257,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-usb-c-digital-av-multiport-adapter.html,Apple USB-C Digital AV Multiport Adapter,RM349.00,"""APP-MUF82ZA/A"";"
258,"""Acer"";","""7158"";",https://www.senheng.com.my/acer-aspire-3-14-inch-laptop-ace-a314-22-r4jw-amd-athlon-silver-3050u-4gb-ddr4-256gb-pcie-nvme-ssd.html,Acer Aspire 3 14 Inch Laptop ACE-A314-22-R4JW (AMD Athlon Silver 3050u/4GB DDR4/256GB PCIe NVMe SSD),"RM1,799.00","""ACE-A314-22-R4JW"";"
259,"""ASUS"";","""7158"";",https://www.senheng.com.my/asus-tuf-gaming-a17-fa706i-ih7079t-1-w10-laptop-17-3-inch-r7-4800h-8gb-512gb-gtx1650ti-4gb.html,ASUS TUF Gaming A17 FA706I-IH7079T-1-W10 Laptop 17.3 Inch (R7-4800H/8GB/512GB/GTX1650Ti 4GB),"RM4,299.00","""ASU-FA706I-IH7079T"";"
260,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-ac1200-wi-fi-range-extender-re305.html,TP-Link AC1200 Wi-Fi Range Extender RE305,RM195.00,"""TP-RE305"";"
261,"""HP"";","""7158"";",https://www.senheng.com.my/hp-laptop-14s-fq0075au-14-inch-r3-4300u-4gb-512gb-ssd.html,HP Laptop 14s-fq0075AU 14-Inch (R3-4300U/4GB/512GB SSD),"RM2,169.00","""HP-14SFQ0075AU"";"
262,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-ac600-high-power-wireless-dual-band-usb-adapter-archer-t2uhp.html,TP-Link AC600 High Power Wireless Dual Band USB Adapter Archer T2UHP,RM120.00,"""TP-ARCHERT2UHP"";"
263,"""Acer"";","""7158"";",https://www.senheng.com.my/acer-swift-3x-14-inch-i7-1165g7-16gb-ram-512gb-ssd-sf314-510g-761j.html,Acer Swift 3x 14 Inch (i7-1165G7/16GB RAM/512GB SSD)SF314-510G-761J,"RM4,599.00","""ACE-SF314-510G-761J"";"
264,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-prestige-14-a10ras-087my-14-inch-16gb-512gb-i7-10510u-geforcer-mx330-with-2gb-gddr5.html,MSI Prestige 14 A10RAS-087 14 Inch (16GB/512GB/i7-10510U/Geforce® MX330 with 2GB GDDR5),"RM5,199.00","""MSI-P14-A10RAS-087MY"";"
265,,,https://www.senheng.com.my/asus-rog-zephyrus-m15-laptop-15.6-inch-i7-10750h-16gb-1-tb-ssd-gtx1660ti-6g-win10-asu-gu502l-ua087t.html,ASUS ROG Zephyrus M15 LAPTOP 15.6 Inch (i7-10750H/16GB/1 TB SSD/GTX1660TI 6G/WIN10) ASU-GU502L-UAZ087T,"RM6,999.00",
266,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-clutch-gm10-black-gaming-mouse.html,MSI Clutch GM10 Black Gaming Mouse,RM113.00,"""MSI-GM10"";"
267,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-ac1200-wireless-mu-mimo-gigabit-router-archer-c6.html,TP-Link AC1200 Wireless MU-MIMO Gigabit Router Archer C6,RM179.00,"""TP-ARCHERC6"";"
268,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link%20ax1800%20whole%20home%20mesh%20wi-fi%20system%20deco%20x20(3-pack).html,TP-Link AX1800 Whole Home Mesh Wi-Fi System Deco X20(3-pack),"RM1,159.00","""TP-DECOX20.3PK"";"
269,"""Huawei"";","""7158"";",https://www.senheng.com.my/huawei-wifi-ax3-quad-core.html,HUAWEI WiFi AX3 (Quad-Core),RM299.00,"""HUA-WIFIAX3"";"
270,"""Logitech"";","""7158"";",https://www.senheng.com.my/logitech-m377-bluetooth-mouse.html,Logitech M377 Bluetooth Mouse,RM 82.00,"""LGT-M337-CFG"";"
271,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-ax6000-next-gen-wi-fi-router-archer-ax6000.html,TP-Link AX6000 Wi-Fi 6 Next-Gen Router Archer AX6000,"RM1,029.00","""TP-ARCHERAX6000"";"
272,"""Logitech"";","""7158"";",https://www.senheng.com.my/logitech-m171-wireless-mouse.html,Logitech M171 Wireless Mouse,RM 35.00,"""LGT-M171-CFG"";"
273,"""ASUS"";","""7158"";",https://www.senheng.com.my/asus-a416-14-inch-laptop-intel-celeron-n4020-processor-4gb-256gb.html,Asus A416 14 Inch Laptop (Intel Celeron N4020 Processor/4GB/256GB),"RM1,399.00","""ASU-A416M-AEB093T"";"
274,"""Canon"";","""7158"";",https://www.senheng.com.my/canon-pixma-e470-multifunction-wireless-printer.html,Canon Pixma E470 Multifunction Wireless Printer,RM306.00,"""CNN-E470"";"
275,"""Huawei"";","""7158"";",https://www.senheng.com.my/huawei-13-9-inches-matebook-x-pro-11th-gen-hua-mbookxpro-i5.html,HUAWEI MateBook X Pro (11th Gen) - Emerald Green,"RM6,899.00","""PAC-MBOOKXPRO-I5-GF"";"
276,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-13-inch-macbook-pro-with-touch-bar-and-two-thunderbolt-3-ports.html,Apple 13-inch MacBook Pro with Touch Bar and Two Thunderbolt 3 ports,"RM2,399.00","""APP-MBP13-2020-2USB-CFG"";"
277,"""HP"";","""7158"";",https://www.senheng.com.my/hp-pavilion-gaming-15-laptop-i7-1165g7-8gb-512gb-ssd-mx450-2gb-15-eg0109tx.html,HP Pavilion Gaming 15 Laptop (i7-1165G7/8GB/512GB SSD/MX450 2GB) 15-EG0109TX,"RM3,999.00","""HP-15EG0109TX"";"
278,"""Logitech"";","""7158"";",https://www.senheng.com.my/logitech-mx-master-3.html,Logitech MX Master 3,RM449.00,"""LGT-MXMASTER-3"";"
279,"""SanDisk"";","""7158"";",https://www.senheng.com.my/sandisk-ultra-usb-3.0-flash-drive.html,SanDisk Ultra USB 3.0 Flash Drive,RM 146.00,"""SD-DD3-CFG"";"
280,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-magic-mouse-2-space-gray.html,Apple Magic Mouse 2 - Space Gray,RM379.00,"""APP-MRME2ZA/A"";"
281,"""HP"";","""7158"";",https://www.senheng.com.my/hp-envy13-i7-1165g7-16gb-ddr4-512gb-ssd-mx450-2gb-13-ba1011tx.html,HP ENVY13 (i7-1165G7/16GB DDR4/512GB SSD/ MX450 2GB) 13-BA1011TX,"RM5,499.00","""HP-13BA1011TX"";"
282,"""HP"";","""7158"";",https://www.senheng.com.my/hp-notebook-14s-cf2039tx-14s-cf2038tx-14-inch-4gb-512gb-ssd-i5-10210u-amd-radeon-530-graphics.html,HP Notebook 14s-cf2039tx / 14s-cf2038tx 14 Inch (4GB/512GB SSD/i5-10210U/AMD Radeon™ 530 Graphics),"RM 2,169.00","""HP-14CF-CFG"";"
283,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-16-inch-macbook-pro.html,Apple 16-inch MacBook Pro,"RM10,499.00","""APP-MBP16-2020-CFG"";"
284,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-13-inch-macbook-pro-with-touch-bar-and-two-thunderbolt-3-ports.html,Apple 13-inch MacBook Pro with Touch Bar and Two Thunderbolt 3 ports,"RM2,399.00","""APP-MBP13-2020-2USB-CFG"";"
285,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-23-6-inch-optix-g241vc-msi-g241vc.html,MSI 23.6 Inch Optix G241VC MSI-G241VC,RM649.00,"""MSI-G241VC"";"
286,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-14-prestige-14-inch-i5-10210u-512gb-nvme-pcie-ssd-ddr-iv-16gb-2666mhz-mx330-2gb-gddr5-msi-p14-a10ras-223my.html,"MSI 14 Prestige 14 Inch (I5-10210U/512GB NVMe PCIe SSD/DDR IV 16GB 2666MHz/MX330, 2GB GDDR5) MSI-P14-A10RAS-223MY","RM4,299.00","""MSI-P14-A10RAS-223MY"";"
287,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-macbook-air-m1-chip-2020.html,"Apple MacBook Air (M1 chip, 2020)","RM4,399.00","""APP-MACBOOKAIR-M1-2020-CFG"";"
288,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-13-inch-macbook-pro-m1-chip-2020.html,"Apple MacBook Pro (13-inch, M1 chip, 2020)","RM5,599.00","""APP-MACBOOKPRO-M1-2020-CFG"";"
289,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mpg-artymis-343cqr-34-inch-monitor-msi-mpg343cqr.html,MSI MPG ARTYMIS 343CQR 34 Inch Monitor MSI-MPG343CQR,"RM3,999.00","""MSI-MPG343CQR"";"
290,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mpg-trident-as-10th-msi-mpgtrident-as60.html,MSI MPG Trident AS 10th MSI-MPGTRIDENT-AS60,"RM7,499.00","""MSI-MPGTRIDENT-AS60"";"
291,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mpg-trident-as-10th-msi-mpgtrident-as70.html,MSI MPG Trident AS 10th MSI-MPGTRIDENT-AS70,"RM8,999.00","""MSI-MPGTRIDENT-AS70"";"
292,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-optix-g27cq4-27-inch-monitor-msi-g27cq4.html,MSI Optix G27CQ4 27 Inch Monitor MSI-G27CQ4,"RM1,638.00","""MSI-G27CQ4"";"
293,"""Logitech"";","""7158"";",https://www.senheng.com.my/logitech-m377-bluetooth-mouse.html,Logitech M377 Bluetooth Mouse,RM 82.00,"""LGT-M337-CFG"";"
294,"""Huawei"";","""7158"";",https://www.senheng.com.my/huawei-wifi-ax3-quad-core.html,HUAWEI WiFi AX3 (Quad-Core),RM299.00,"""HUA-WIFIAX3"";"
295,"""Logitech"";","""7158"";",https://www.senheng.com.my/logitech-m171-wireless-mouse.html,Logitech M171 Wireless Mouse,RM 35.00,"""LGT-M171-CFG"";"
296,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-ax6000-next-gen-wi-fi-router-archer-ax6000.html,TP-Link AX6000 Wi-Fi 6 Next-Gen Router Archer AX6000,"RM1,029.00","""TP-ARCHERAX6000"";"
297,"""HP"";","""7158"";",https://www.senheng.com.my/hp-pavilion-gaming-15-laptop-i7-1165g7-8gb-512gb-ssd-mx450-2gb-15-eg0109tx.html,HP Pavilion Gaming 15 Laptop (i7-1165G7/8GB/512GB SSD/MX450 2GB) 15-EG0109TX,"RM3,999.00","""HP-15EG0109TX"";"
298,"""ASUS"";","""7158"";",https://www.senheng.com.my/asus-a416-14-inch-laptop-intel-celeron-n4020-processor-4gb-256gb.html,Asus A416 14 Inch Laptop (Intel Celeron N4020 Processor/4GB/256GB),"RM1,399.00","""ASU-A416M-AEB093T"";"
299,"""Canon"";","""7158"";",https://www.senheng.com.my/canon-pixma-e470-multifunction-wireless-printer.html,Canon Pixma E470 Multifunction Wireless Printer,RM306.00,"""CNN-E470"";"
300,"""Huawei"";","""7158"";",https://www.senheng.com.my/huawei-13-9-inches-matebook-x-pro-11th-gen-hua-mbookxpro-i5.html,HUAWEI MateBook X Pro (11th Gen) - Emerald Green,"RM6,899.00","""PAC-MBOOKXPRO-I5-GF"";"
301,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-13-inch-macbook-pro-with-touch-bar-and-two-thunderbolt-3-ports.html,Apple 13-inch MacBook Pro with Touch Bar and Two Thunderbolt 3 ports,"RM2,399.00","""APP-MBP13-2020-2USB-CFG"";"
302,"""Logitech"";","""7158"";",https://www.senheng.com.my/logitech-mx-master-3.html,Logitech MX Master 3,RM449.00,"""LGT-MXMASTER-3"";"
303,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-magic-mouse-2-space-gray.html,Apple Magic Mouse 2 - Space Gray,RM379.00,"""APP-MRME2ZA/A"";"
304,"""HP"";","""7158"";",https://www.senheng.com.my/hp-envy13-i7-1165g7-16gb-ddr4-512gb-ssd-mx450-2gb-13-ba1011tx.html,HP ENVY13 (i7-1165G7/16GB DDR4/512GB SSD/ MX450 2GB) 13-BA1011TX,"RM5,499.00","""HP-13BA1011TX"";"
305,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-gaming-shield-mousepad.html,MSI Gaming Shield Mousepad,RM70.00,"""MSI-SHIELD.MOSPAD"";"
306,"""SanDisk"";","""7158"";",https://www.senheng.com.my/sandisk-ultra-usb-3.0-flash-drive.html,SanDisk Ultra USB 3.0 Flash Drive,RM 146.00,"""SD-DD3-CFG"";"
307,"""SanDisk"";","""7158"";",https://www.senheng.com.my/sandisk-ultra-flair-usb-3-0-flash-drive-32gb-sd-cz73-032g-g46.html,SanDisk Ultra Flair USB 3.0 Flash Drive 32GB SD-CZ73-032G-G46,RM31.00,"""SD-CZ73-032G-G46"";"
308,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-office-home-and-business-2019-1-pc-mac-t5d-03249.html,Microsoft Office Home and Business 2019 - 1 PC/MAC (MS-T5D-03302),"RM1,289.00 1,421.00","""MS-T5D-03302"";"
309,"""Rapoo"";","""7158"";",https://www.senheng.com.my/rapoo-7100p-wireless-optical-mouse-black.html,Rapoo 7100P Wireless Optical Mouse (Black),RM92.00,"""RAP-7100P/BLK"";"
310,"""Canon"";","""7158"";",https://www.senheng.com.my/canon-pixma-all-in-one-printer-cnn-e410.html,Canon PIXMA All-in-One Printer CNN-E410,RM238.00,"""CNN-E410"";"
311,"""Samsung"";","""7158"";",https://www.senheng.com.my/samsung-32gb-evo-plus-microsd-card-with-sd-adapter-sam-mb-mc32ga-apc.html,Samsung 32GB EVO Plus microSD Card with SD Adapter SAM-MB-MC32GA/APC,RM39.00,"""SAM-MB-MC32GA/APC"";"
312,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-gaming-mouse-pad-xl.html,MSI Gaming Mouse Pad XL,RM136.00,"""MSI-GAMING.XL"";"
313,"""SanDisk"";","""7158"";",https://www.senheng.com.my/sandisk-ultra-dual-drive-usb-type-c-64gb-sd-ddc2-064g.html,SanDisk Ultra Dual Drive USB Type-C 64GB SD-DDC2-064G,RM70.00,"""SD-DDC2-064G"";"
314,"""Canon"";","""7158"";",https://www.senheng.com.my/canon-laser-shot-cnn-lbp6030.html,Canon Laser Shot CNN-LBP6030,RM320.00,"""CNN-LBP6030"";"
315,"""Rapoo"";","""7158"";",https://www.senheng.com.my/rapoo-wireless-7100p-wireless-optical-mouse-red.html,Rapoo Wireless 7100P Wireless Optical Mouse (Red),RM92.00,"""RAP-7100P/RED"";"
316,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-modern-keyboard-with-fingerprint-id-ms-mic-ws2-00014.html,Microsoft Modern Keyboard with Fingerprint ID MS-MIC-WS2-00014,RM475.00,"""MS-MIC-WS2-00014"";"
317,"""Seagate"";","""7158"";",https://www.senheng.com.my/seagate-backup-plus-portable-drive-2tb-blue.html,Seagate Backup Plus Portable Drive 2TB - BLUE,RM362.00,"""SEA-BACKUP.2TB/BLUE"";"
318,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-gaming-keyboard-vigor-gk40.html,MSI Gaming Keyboard VIGOR GK40,RM285.00,"""MSI-GK40"";"
319,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-office-home-and-student-2019-1-pc-mac-79g-05066.html,Microsoft Office Home and Student 2019 - 1 PC/MAC (79G-05143),RM476.00 552.00,"""MS-79G-05143"";"
320,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-surface-mouse-silver-ms-mic-ws3-00005.html,Microsoft Surface Mouse (Silver) MS-MIC-WS3-00005,RM241.00,"""MS-MIC-WS3-00005"";"
321,"""Seagate"";","""7158"";",https://www.senheng.com.my/seagate-backup-plus-slim-portable-drive-1tb-black-sea-backup-1tb-blk.html,Seagate Backup Plus Slim Portable Drive 1TB (Black) SEA-BACKUP.1TB/BLK,RM253.00,"""SEA-BACKUP.1TB/BLK"";"
322,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-gaming-keyboard-interceptor-ds4100.html,MSI Gaming Keyboard Interceptor DS4100,RM150.00,"""MSI-DS4100"";"
323,"""SanDisk"";","""7158"";",https://www.senheng.com.my/sandisk-ultra-dual-drive-usb-type-c-32gb-sd-ddc2-032g.html,SanDisk Ultra Dual Drive USB Type-C 32GB SD-DDC2-032G,RM46.00,"""SD-DDC2-032G"";"
324,"""Canon"";","""7158"";",https://www.senheng.com.my/canon-pixma-printer-cnn-e510.html,Canon PIXMA Printer CNN-E510,RM294.00,"""CNN-E510"";"
325,"""SanDisk"";","""7158"";",https://www.senheng.com.my/sandisk-32gb-ultra-fittm-usb-3-1-flash-drive-sdcz430-032g-g46.html,SanDisk 32GB Ultra Fit™ USB 3.1 Flash Drive SDCZ430-032G-G46,RM31.00,"""SD-CZ430-032G-G46"";"
326,"""Rapoo"";","""7158"";",https://www.senheng.com.my/rapoo-m10-plus-wireless-optical-mouse-white.html,Rapoo M10 Plus Wireless Optical Mouse (White),RM39.00,"""RAP-M10+/WHITE"";"
327,"""Rapoo"";","""7158"";",https://www.senheng.com.my/rapoo-3920p-5g-wireless-laser-mouse.html,Rapoo 3920P 5G Wireless Laser Mouse,RM131.00,"""RAP-3920P"";"
328,"""Samsung"";","""7158"";",https://www.senheng.com.my/samsung-64gb-evo-plus-microsd-card-with-sd-adapter-sam-mb-mc64ga-apc.html,Samsung 64GB EVO Plus microSD Card with SD Adapter SAM-MB-MC64GA/APC,RM59.00,"""SAM-MB-MC64GA/APC"";"
